Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),CO,Ozone,PM10,PM25,NO2,Year,Month,Month_Name,Year-Month,Week,Day
,61,PM2.5,Hyderabad,8.0,45.0,31.0,61.0,34.0,,,,NaT,,
,84,Ozone,Delhi,8.0,84.0,35.0,69.0,36.0,,,,NaT,,
,58,PM2.5,Hyderabad,7.0,44.0,19.0,58.0,15.0,,,,NaT,,
,33,PM2.5,Hyderabad,5.0,32.0,11.0,33.0,10.0,,,,NaT,,
,34,PM2.5,Hyderabad,5.0,32.0,12.0,34.0,14.0,,,,NaT,,
,44,PM2.5,Hyderabad,5.0,31.0,13.0,44.0,19.0,,,,NaT,,
,29,Ozone,Visakhapatnam,5.0,29.0,9.0,23.0,21.0,,,,NaT,,
2020-01-10,39,PM2.5,Hyderabad,6.0,31.0,15.0,39.0,25.0,2020.0,1.0,January,2020-01,2,Friday
2020-02-10,33,PM2.5,Hyderabad,6.0,22.0,10.0,33.0,22.0,2020.0,2.0,February,2020-02,7,Monday
2020-03-10,48,PM2.5,Hyderabad,8.0,24.0,12.0,48.0,18.0,2020.0,3.0,March,2020-03,11,Tuesday
2020-04-10,42,PM2.5,Bangalore,5.0,29.0,10.0,42.0,17.0,2020.0,4.0,April,2020-04,15,Friday
2020-05-10,33,PM2.5,Hyderabad,5.0,28.0,10.0,33.0,23.0,2020.0,5.0,May,2020-05,19,Sunday
2020-06-10,44,PM2.5,Hyderabad,6.0,38.0,14.0,44.0,24.0,2020.0,6.0,June,2020-06,24,Wednesday
2020-07-10,47,PM2.5,Hyderabad,5.0,36.0,18.0,47.0,25.0,2020.0,7.0,July,2020-07,28,Friday
2020-08-10,26,Ozone,Bangalore,2.0,26.0,7.0,13.0,5.0,2020.0,8.0,August,2020-08,33,Monday
2020-09-10,27,PM2.5,Hyderabad,2.0,25.0,10.0,27.0,20.0,2020.0,9.0,September,2020-09,37,Thursday
2020-10-10,44,PM2.5,Hyderabad,4.987004548408057,36.0,17.0,44.0,17.0,2020.0,10.0,October,2020-10,41,Saturday
2020-11-10,36,PM2.5,Hyderabad,4.987004548408057,23.0,12.0,36.0,9.0,2020.0,11.0,November,2020-11,46,Tuesday
2020-12-10,29,PM2.5,Hyderabad,2.0,21.0,10.0,29.0,10.0,2020.0,12.0,December,2020-12,50,Thursday
,17,Ozone,Bangalore,2.0,17.0,4.0,11.0,8.0,,,,NaT,,
,34,NO2,Hyderabad,4.987004548408057,32.0,12.0,31.0,34.0,,,,NaT,,
,47,PM2.5,Hyderabad,4.987004548408057,43.0,19.0,47.0,22.0,,,,NaT,,
,27,Ozone,Bangalore,4.987004548408057,27.0,8.0,22.0,22.0,,,,NaT,,
,33,PM2.5,Hyderabad,8.0,26.0,8.0,33.0,27.0,,,,NaT,,
,52,PM2.5,Hyderabad,10.0,28.0,14.0,52.0,19.0,,,,NaT,,
,50,PM2.5,Hyderabad,6.0,25.0,16.0,50.0,25.0,,,,NaT,,
,38,PM2.5,Hyderabad,7.0,26.0,14.0,38.0,25.0,,,,NaT,,
,45,PM2.5,Hyderabad,6.0,27.0,13.0,45.0,20.0,,,,NaT,,
,55,PM2.5,Hyderabad,4.987004548408057,29.0,18.0,55.0,24.0,,,,NaT,,
,54,PM2.5,Hyderabad,6.0,29.0,17.0,54.0,22.0,,,,NaT,,
,30,PM2.5,Hyderabad,5.0,25.0,9.0,30.0,14.0,,,,NaT,,
,26,PM2.5,Bangalore,4.987004548408057,21.0,7.0,26.0,8.0,,,,NaT,,
,42,PM2.5,Hyderabad,2.0,19.0,12.0,42.0,17.0,,,,NaT,,
,33,PM2.5,Bangalore,3.0,23.0,10.0,33.0,17.0,,,,NaT,,
,34,PM2.5,Hyderabad,6.0,11.0,8.0,34.0,18.0,,,,NaT,,
,41,PM2.5,Hyderabad,6.0,22.0,10.0,41.0,19.0,,,,NaT,,
,29,PM2.5,Bangalore,5.0,26.0,6.0,29.0,26.0,,,,NaT,,
,55,PM2.5,Hyderabad,8.0,19.0,16.0,55.0,23.0,,,,NaT,,
2020-01-11,58,PM2.5,Hyderabad,10.0,27.0,19.0,58.0,23.0,2020.0,1.0,January,2020-01,2,Saturday
2020-02-11,29,Ozone,Bangalore,3.0,29.0,6.0,16.0,22.0,2020.0,2.0,February,2020-02,7,Tuesday
2020-03-11,26,Ozone,Bangalore,3.0,26.0,6.0,19.0,22.0,2020.0,3.0,March,2020-03,11,Wednesday
2020-04-11,41,PM2.5,Hyderabad,6.0,30.0,14.0,41.0,22.0,2020.0,4.0,April,2020-04,15,Saturday
2020-05-11,42,PM2.5,Hyderabad,6.0,35.0,15.0,42.0,28.0,2020.0,5.0,May,2020-05,20,Monday
2020-06-11,55,PM2.5,Hyderabad,8.0,31.0,19.0,55.0,33.0,2020.0,6.0,June,2020-06,24,Thursday
2020-07-11,70,PM2.5,Hyderabad,13.0,42.0,29.0,70.0,38.0,2020.0,7.0,July,2020-07,28,Saturday
2020-08-11,98,PM2.5,Hyderabad,17.0,37.0,41.0,98.0,45.0,2020.0,8.0,August,2020-08,33,Tuesday
2020-09-11,83,PM2.5,Hyderabad,18.0,24.0,37.0,83.0,47.0,2020.0,9.0,September,2020-09,37,Friday
2020-10-11,66,PM2.5,Hyderabad,13.0,28.0,24.0,66.0,38.0,2020.0,10.0,October,2020-10,41,Sunday
2020-11-11,40,PM2.5,Hyderabad,5.0,20.0,13.0,40.0,17.0,2020.0,11.0,November,2020-11,46,Wednesday
2020-12-11,26,PM2.5,Hyderabad,3.0,18.0,8.0,26.0,11.0,2020.0,12.0,December,2020-12,50,Friday
,28,PM2.5,Hyderabad,3.0,12.0,6.0,28.0,14.0,,,,NaT,,
,47,PM2.5,Hyderabad,6.0,27.0,10.0,47.0,26.0,,,,NaT,,
,55,PM2.5,Hyderabad,8.0,36.0,15.0,55.0,23.0,,,,NaT,,
,26,Ozone,Bangalore,5.0,26.0,8.0,25.0,22.0,,,,NaT,,
,39,PM2.5,Hyderabad,6.0,28.0,10.0,39.0,28.0,,,,NaT,,
,28,Ozone,Bangalore,2.0,28.0,6.0,17.0,18.0,,,,NaT,,
,44,PM2.5,Hyderabad,6.0,21.0,13.0,44.0,29.0,,,,NaT,,
,54,PM2.5,Hyderabad,7.0,19.0,19.0,54.0,33.0,,,,NaT,,
,53,PM2.5,Hyderabad,8.0,28.0,16.0,53.0,32.0,,,,NaT,,
,37,PM2.5,Hyderabad,2.0,19.0,11.0,37.0,10.0,,,,NaT,,
,26,Ozone,Bangalore,3.0,26.0,6.0,25.0,14.0,,,,NaT,,
,32,PM2.5,Bangalore,7.0,24.0,7.0,32.0,29.0,,,,NaT,,
,50,PM2.5,Hyderabad,8.0,13.0,14.0,50.0,26.0,,,,NaT,,
,53,PM2.5,Hyderabad,10.0,31.0,16.0,53.0,25.0,,,,NaT,,
,47,PM2.5,Hyderabad,9.0,9.0,13.0,47.0,19.0,,,,NaT,,
,38,PM2.5,Hyderabad,4.987004548408057,23.0,9.0,38.0,20.0,,,,NaT,,
,53,PM2.5,Hyderabad,4.987004548408057,23.0,13.0,53.0,27.0,,,,NaT,,
,59,PM2.5,Hyderabad,4.987004548408057,34.0,20.0,59.0,25.0,,,,NaT,,
2020-01-12,43,PM2.5,Hyderabad,4.987004548408057,22.0,16.0,43.0,23.0,2020.0,1.0,January,2020-01,2,Sunday
2020-02-12,22,PM2.5,Hyderabad,3.0,20.0,6.0,22.0,17.0,2020.0,2.0,February,2020-02,7,Wednesday
2020-03-12,37,PM2.5,Hyderabad,6.0,20.0,11.0,37.0,30.0,2020.0,3.0,March,2020-03,11,Thursday
2020-04-12,47,PM2.5,Hyderabad,6.0,19.0,14.0,47.0,28.0,2020.0,4.0,April,2020-04,15,Sunday
2020-05-12,37,PM2.5,Hyderabad,4.987004548408057,22.0,7.0,37.0,22.0,2020.0,5.0,May,2020-05,20,Tuesday
2020-06-12,27,Ozone,Bangalore,2.0,27.0,3.0,10.0,6.0,2020.0,6.0,June,2020-06,24,Friday
2020-07-12,43,NO2,Bangalore,3.0,28.0,6.0,18.0,43.0,2020.0,7.0,July,2020-07,28,Sunday
2020-08-12,24,PM2.5,Bangalore,2.0,24.0,6.0,24.0,17.0,2020.0,8.0,August,2020-08,33,Wednesday
2020-09-12,53,PM2.5,Hyderabad,7.0,16.0,14.0,53.0,30.0,2020.0,9.0,September,2020-09,37,Saturday
2020-10-12,42,PM2.5,Bangalore,7.0,24.0,9.0,42.0,28.0,2020.0,10.0,October,2020-10,42,Monday
2020-11-12,69,PM2.5,Hyderabad,9.0,19.0,24.0,69.0,28.0,2020.0,11.0,November,2020-11,46,Thursday
2020-12-12,74,PM2.5,Hyderabad,9.0,4.0,25.0,74.0,29.0,2020.0,12.0,December,2020-12,50,Saturday
,58,PM2.5,Hyderabad,6.0,23.0,17.0,58.0,16.0,,,,NaT,,
,37,PM2.5,Bangalore,3.0,23.0,8.0,37.0,25.0,,,,NaT,,
,27,Ozone,Bangalore,2.0,27.0,5.0,14.0,11.0,,,,NaT,,
,27,PM2.5,Hyderabad,2.0,26.0,10.0,27.0,15.0,,,,NaT,,
,31,Ozone,Bangalore,2.0,31.0,9.0,19.0,8.0,,,,NaT,,
,35,PM2.5,Bangalore,5.0,27.0,11.0,35.0,32.0,,,,NaT,,
,68,PM2.5,Bangalore,11.0,19.0,28.0,68.0,39.0,,,,NaT,,
,94,PM2.5,Bangalore,13.0,3.0,40.0,94.0,35.0,,,,NaT,,
,98,PM2.5,Bangalore,15.0,5.0,41.0,98.0,32.0,,,,NaT,,
,67,PM2.5,Bangalore,15.0,31.0,21.0,67.0,32.0,,,,NaT,,
,32,NO2,Bangalore,7.0,28.0,11.0,27.0,32.0,,,,NaT,,
,56,PM2.5,Hyderabad,7.0,33.0,26.0,56.0,38.0,,,,NaT,,
,37,Ozone,Bangalore,4.987004548408057,37.0,11.0,33.0,9.0,,,,NaT,,
,36,PM2.5,Hyderabad,4.987004548408057,21.0,9.0,36.0,13.0,,,,NaT,,
,53,PM2.5,Hyderabad,6.0,19.0,14.0,53.0,23.0,,,,NaT,,
,59,PM2.5,Hyderabad,10.0,25.0,19.0,59.0,31.0,,,,NaT,,
,30,Ozone,Bangalore,6.0,30.0,5.0,16.0,10.0,,,,NaT,,
,32,NO2,Hyderabad,6.0,23.0,9.0,31.0,32.0,,,,NaT,,
,40,PM2.5,Hyderabad,5.0,24.0,10.0,40.0,24.0,,,,NaT,,
2021-01-01,55,PM2.5,Bangalore,5.0,19.0,13.0,55.0,28.0,2021.0,1.0,January,2021-01,53,Friday
2021-02-01,27,PM2.5,Bangalore,3.0,24.0,6.0,27.0,23.0,2021.0,2.0,February,2021-02,5,Monday
2021-03-01,47,PM2.5,Bangalore,3.0,20.0,9.0,47.0,23.0,2021.0,3.0,March,2021-03,9,Monday
2021-04-01,51,PM2.5,Bangalore,6.0,23.0,11.0,51.0,25.0,2021.0,4.0,April,2021-04,13,Thursday
2021-05-01,52,PM2.5,Bangalore,7.0,25.0,12.0,52.0,25.0,2021.0,5.0,May,2021-05,17,Saturday
2021-06-01,32,PM2.5,Bangalore,2.0,25.0,7.0,32.0,14.0,2021.0,6.0,June,2021-06,22,Tuesday
2021-07-01,29,Ozone,Bangalore,2.0,29.0,6.0,25.0,16.0,2021.0,7.0,July,2021-07,26,Thursday
2021-08-01,32,PM2.5,Bangalore,3.0,24.0,9.0,32.0,25.0,2021.0,8.0,August,2021-08,30,Sunday
2021-09-01,33,Ozone,Bangalore,3.0,33.0,6.0,22.0,12.0,2021.0,9.0,September,2021-09,35,Wednesday
2021-10-01,39,PM2.5,Bangalore,5.0,31.0,9.0,39.0,29.0,2021.0,10.0,October,2021-10,39,Friday
2021-11-01,70,PM2.5,Bangalore,9.0,4.0,25.0,70.0,33.0,2021.0,11.0,November,2021-11,44,Monday
2021-12-01,61,PM2.5,Hyderabad,11.0,21.0,19.0,61.0,34.0,2021.0,12.0,December,2021-12,48,Wednesday
,69,PM2.5,Hyderabad,9.0,14.0,27.0,69.0,30.0,,,,NaT,,
,93,PM2.5,Bangalore,7.0,5.0,38.0,93.0,27.0,,,,NaT,,
,70,PM2.5,Hyderabad,4.987004548408057,28.0,25.0,70.0,18.0,,,,NaT,,
,25,Ozone,Bangalore,5.0,25.0,6.0,22.0,17.0,,,,NaT,,
,34,PM2.5,Hyderabad,5.0,26.0,9.0,34.0,16.0,,,,NaT,,
,28,PM2.5,Hyderabad,5.0,24.0,7.0,28.0,25.0,,,,NaT,,
,35,PM2.5,Bangalore,6.0,20.0,9.0,35.0,31.0,,,,NaT,,
,41,PM2.5,Bangalore,6.0,32.0,9.0,41.0,29.0,,,,NaT,,
,49,PM2.5,Hyderabad,8.0,14.0,16.0,49.0,36.0,,,,NaT,,
,53,PM2.5,Bangalore,8.0,27.0,15.0,53.0,32.0,,,,NaT,,
,32,Ozone,Bangalore,2.0,32.0,5.0,13.0,4.0,,,,NaT,,
,35,Ozone,Bangalore,2.0,35.0,4.0,10.0,7.0,,,,NaT,,
,33,NO2,Bangalore,2.0,32.0,7.0,23.0,33.0,,,,NaT,,
,51,PM2.5,Bangalore,3.0,24.0,11.0,51.0,25.0,,,,NaT,,
,51,PM2.5,Bangalore,3.0,25.0,10.0,51.0,14.0,,,,NaT,,
,34,PM2.5,Bangalore,2.0,32.0,8.0,34.0,12.0,,,,NaT,,
,30,Ozone,Bangalore,2.0,30.0,6.0,16.0,11.0,,,,NaT,,
,34,Ozone,Bangalore,2.0,34.0,6.0,21.0,21.0,,,,NaT,,
,44,PM2.5,Bangalore,3.0,27.0,10.0,44.0,20.0,,,,NaT,,
2021-01-02,52,PM2.5,Bangalore,3.0,31.0,13.0,52.0,17.0,2021.0,1.0,January,2021-01,53,Saturday
2021-02-02,32,Ozone,Bangalore,2.0,32.0,4.0,12.0,7.0,2021.0,2.0,February,2021-02,5,Tuesday
2021-03-02,35,Ozone,Bangalore,2.0,35.0,5.0,17.0,12.0,2021.0,3.0,March,2021-03,9,Tuesday
2021-04-02,48,NO2,Bangalore,8.0,36.0,11.0,23.0,48.0,2021.0,4.0,April,2021-04,13,Friday
2021-05-02,65,PM2.5,Hyderabad,11.0,26.0,24.0,65.0,42.0,2021.0,5.0,May,2021-05,17,Sunday
2021-06-02,44,PM2.5,Hyderabad,11.0,35.0,25.0,44.0,35.0,2021.0,6.0,June,2021-06,22,Wednesday
2021-07-02,52,PM2.5,Bangalore,8.0,33.0,12.0,52.0,39.0,2021.0,7.0,July,2021-07,26,Friday
2021-08-02,40,PM2.5,Hyderabad,7.0,33.0,23.0,40.0,38.0,2021.0,8.0,August,2021-08,31,Monday
2021-09-02,67,PM2.5,Bangalore,7.0,17.0,21.0,67.0,39.0,2021.0,9.0,September,2021-09,35,Thursday
2021-10-02,64,PM2.5,Bangalore,3.0,36.0,19.0,64.0,38.0,2021.0,10.0,October,2021-10,39,Saturday
2021-11-02,49,PM2.5,Bangalore,4.987004548408057,38.0,12.0,49.0,20.0,2021.0,11.0,November,2021-11,44,Tuesday
2021-12-02,35,PM2.5,Bangalore,3.0,32.0,12.0,35.0,19.0,2021.0,12.0,December,2021-12,48,Thursday
,39,PM2.5,Hyderabad,3.0,32.0,11.0,39.0,15.0,,,,NaT,,
,46,PM2.5,Bangalore,3.0,32.0,17.0,46.0,20.0,,,,NaT,,
,55,PM2.5,Bangalore,3.0,30.0,13.0,55.0,13.0,,,,NaT,,
,42,PM2.5,Bangalore,5.0,30.0,8.0,42.0,26.0,,,,NaT,,
,34,Ozone,Bangalore,2.0,34.0,7.0,21.0,14.0,,,,NaT,,
,34,PM2.5,Hyderabad,2.0,30.0,9.0,34.0,12.0,,,,NaT,,
,43,PM2.5,Bangalore,4.987004548408057,30.0,10.0,43.0,9.0,,,,NaT,,
,40,Ozone,Bangalore,4.987004548408057,40.0,6.0,28.0,15.0,,,,NaT,,
,42,NO2,Hyderabad,4.987004548408057,38.0,8.0,28.0,42.0,,,,NaT,,
,59,PM2.5,Hyderabad,4.987004548408057,31.0,22.0,59.0,41.0,,,,NaT,,
,57,PM2.5,Hyderabad,6.0,33.0,24.0,57.0,40.0,,,,NaT,,
,39,PM2.5,Hyderabad,5.0,39.00232018561485,19.0,39.0,30.0,,,,NaT,,
,38,Ozone,Bangalore,3.0,38.0,7.0,18.0,24.0,,,,NaT,,
,72,NO2,Bangalore,5.0,39.0,12.0,36.0,72.0,,,,NaT,,
,49,PM2.5,Hyderabad,8.0,20.0,10.0,49.0,32.0,,,,NaT,,
,55,PM2.5,Bangalore,8.0,31.0,14.0,55.0,30.0,,,,NaT,,
2021-01-03,43,PM2.5,Bangalore,3.0,37.0,10.0,43.0,28.0,2021.0,1.0,January,2021-01,53,Sunday
2021-02-03,39,Ozone,Delhi,4.987004548408057,39.0,8.0,16.0,21.0,2021.0,2.0,February,2021-02,5,Wednesday
2021-03-03,44,PM2.5,Bangalore,5.0,39.0,15.0,44.0,38.0,2021.0,3.0,March,2021-03,9,Wednesday
2021-04-03,40,NO2,Bangalore,5.0,39.0,11.0,39.0,40.0,2021.0,4.0,April,2021-04,13,Saturday
2021-05-03,41,Ozone,Visakhapatnam,2.0,41.0,6.0,13.0,5.0,2021.0,5.0,May,2021-05,18,Monday
2021-06-03,37,Ozone,Visakhapatnam,2.0,37.0,6.0,18.0,5.0,2021.0,6.0,June,2021-06,22,Thursday
2021-07-03,39,Ozone,Delhi,2.0,39.0,6.0,20.0,14.0,2021.0,7.0,July,2021-07,26,Saturday
2021-08-03,42,Ozone,Visakhapatnam,5.0,42.0,8.0,27.0,25.0,2021.0,8.0,August,2021-08,31,Tuesday
2021-09-03,52,PM2.5,Hyderabad,6.0,43.0,17.0,52.0,32.0,2021.0,9.0,September,2021-09,35,Friday
2021-10-03,54,PM2.5,Hyderabad,6.0,44.0,17.0,54.0,35.0,2021.0,10.0,October,2021-10,39,Sunday
2021-11-03,74,Ozone,Visakhapatnam,6.0,74.0,29.0,69.0,30.0,2021.0,11.0,November,2021-11,44,Wednesday
2021-12-03,44,Ozone,Delhi,5.0,44.0,13.0,40.0,25.0,2021.0,12.0,December,2021-12,48,Friday
,38,Ozone,Delhi,3.0,38.0,9.0,21.0,29.0,,,,NaT,,
,41,Ozone,Visakhapatnam,4.987004548408057,41.0,12.0,31.0,35.0,,,,NaT,,
,40,Ozone,Visakhapatnam,2.0,40.0,9.0,22.0,8.0,,,,NaT,,
,37,Ozone,Visakhapatnam,6.0,37.0,12.0,34.0,24.0,,,,NaT,,
,56,PM2.5,Hyderabad,6.0,37.0,21.0,56.0,27.0,,,,NaT,,
,58,PM2.5,Hyderabad,6.0,36.0,17.0,58.0,25.0,,,,NaT,,
,39,Ozone,Visakhapatnam,2.0,39.0,13.0,27.0,25.0,,,,NaT,,
,43,Ozone,Visakhapatnam,3.0,43.0,11.0,42.0,35.0,,,,NaT,,
,52,PM2.5,Bangalore,4.987004548408057,46.0,13.0,52.0,32.0,,,,NaT,,
,51,Ozone,Visakhapatnam,4.987004548408057,51.0,15.0,47.0,32.0,,,,NaT,,
,47,Ozone,Visakhapatnam,4.987004548408057,47.0,14.0,42.0,31.0,,,,NaT,,
,47,PM2.5,Hyderabad,4.987004548408057,44.0,17.0,47.0,26.0,,,,NaT,,
,40,PM2.5,Hyderabad,4.987004548408057,39.0,12.0,40.0,27.0,,,,NaT,,
,41,Ozone,Visakhapatnam,5.0,41.0,12.0,39.0,15.0,,,,NaT,,
,44,Ozone,Delhi,5.0,44.0,6.0,25.0,14.0,,,,NaT,,
,39,PM2.5,Hyderabad,5.0,36.0,11.0,39.0,15.0,,,,NaT,,
,40,Ozone,Delhi,3.0,40.0,5.0,14.0,24.0,,,,NaT,,
,49,Ozone,Visakhapatnam,6.0,49.0,12.0,33.0,34.0,,,,NaT,,
,47,PM2.5,Hyderabad,5.0,43.0,17.0,47.0,31.0,,,,NaT,,
2021-01-04,34,Ozone,Delhi,3.0,34.0,5.0,16.0,12.0,2021.0,1.0,January,2021-01,1,Monday
2021-02-04,32,Ozone,Delhi,2.0,32.0,6.0,21.0,8.0,2021.0,2.0,February,2021-02,5,Thursday
2021-03-04,41,Ozone,Delhi,5.0,41.0,8.0,30.0,33.0,2021.0,3.0,March,2021-03,9,Thursday
2021-04-04,53,PM2.5,Bangalore,9.0,44.0,15.0,53.0,31.0,2021.0,4.0,April,2021-04,13,Sunday
2021-05-04,46,Ozone,Delhi,2.0,46.0,15.0,42.0,9.0,2021.0,5.0,May,2021-05,18,Tuesday
2021-06-04,40,Ozone,Delhi,2.0,40.0,9.0,24.0,10.0,2021.0,6.0,June,2021-06,22,Friday
2021-07-04,41,Ozone,Delhi,5.0,41.0,8.0,21.0,30.0,2021.0,7.0,July,2021-07,26,Sunday
2021-08-04,44,Ozone,Delhi,5.0,44.0,13.0,31.0,26.0,2021.0,8.0,August,2021-08,31,Wednesday
2021-09-04,42,Ozone,Visakhapatnam,5.0,42.0,12.0,27.0,21.0,2021.0,9.0,September,2021-09,35,Saturday
2021-10-04,44,Ozone,Visakhapatnam,5.0,44.0,14.0,41.0,12.0,2021.0,10.0,October,2021-10,40,Monday
2021-11-04,51,PM2.5,Hyderabad,5.0,35.0,14.0,51.0,8.0,2021.0,11.0,November,2021-11,44,Thursday
2021-12-04,33,Ozone,Delhi,4.987004548408057,33.0,7.0,22.0,9.0,2021.0,12.0,December,2021-12,48,Saturday
,42,Ozone,Delhi,2.0,42.0,9.0,25.0,11.0,,,,NaT,,
,44,Ozone,Visakhapatnam,5.0,44.0,15.0,36.0,22.0,,,,NaT,,
,44,PM2.5,Hyderabad,3.0,35.0,14.0,44.0,20.0,,,,NaT,,
,33,Ozone,Bangalore,2.0,33.0,2.0,7.0,5.0,,,,NaT,,
,32,Ozone,Delhi,3.0,32.0,6.0,19.0,19.0,,,,NaT,,
,43,PM2.5,Bangalore,5.0,38.0,11.0,43.0,25.0,,,,NaT,,
,44,Ozone,Visakhapatnam,6.0,44.0,16.0,40.0,27.0,,,,NaT,,
,54,Ozone,Delhi,6.0,54.0,19.0,52.0,25.0,,,,NaT,,
,44,Ozone,Bangalore,3.0,44.0,11.0,31.0,26.0,,,,NaT,,
,41,Ozone,Visakhapatnam,2.0,41.0,6.0,17.0,7.0,,,,NaT,,
,49,Ozone,Visakhapatnam,5.0,49.0,9.0,29.0,33.0,,,,NaT,,
,80,Ozone,Delhi,7.0,80.0,21.0,53.0,29.0,,,,NaT,,
,54,PM2.5,Hyderabad,5.0,54.0,16.0,54.0,13.0,,,,NaT,,
,40,Ozone,Delhi,2.0,40.0,6.0,18.0,7.0,,,,NaT,,
,48,Ozone,Delhi,5.0,48.0,11.0,29.0,26.0,,,,NaT,,
,84,Ozone,Visakhapatnam,6.0,84.0,19.0,52.0,27.0,,,,NaT,,
,62,PM2.5,Hyderabad,6.0,41.0,23.0,62.0,27.0,,,,NaT,,
,37,Ozone,Delhi,3.0,37.0,7.0,16.0,17.0,,,,NaT,,
2021-01-05,37,Ozone,Visakhapatnam,5.0,37.0,6.0,16.0,25.0,2021.0,1.0,January,2021-01,1,Tuesday
2021-02-05,49,Ozone,Delhi,6.0,49.0,13.0,33.0,12.0,2021.0,2.0,February,2021-02,5,Friday
2021-03-05,40,Ozone,Visakhapatnam,6.0,40.0,13.0,34.0,24.0,2021.0,3.0,March,2021-03,9,Friday
2021-04-05,38,Ozone,Visakhapatnam,3.0,38.0,8.0,28.0,10.0,2021.0,4.0,April,2021-04,14,Monday
2021-05-05,26,PM2.5,Hyderabad,3.0,26.0,7.0,26.0,20.0,2021.0,5.0,May,2021-05,18,Wednesday
2021-06-05,35,Ozone,Delhi,2.0,35.0,6.0,12.0,7.0,2021.0,6.0,June,2021-06,22,Saturday
2021-07-05,43,Ozone,Delhi,5.0,43.0,8.0,21.0,22.0,2021.0,7.0,July,2021-07,27,Monday
2021-08-05,35,Ozone,Delhi,5.0,35.0,7.0,24.0,15.0,2021.0,8.0,August,2021-08,31,Thursday
2021-09-05,39,Ozone,Delhi,3.0,39.0,7.0,27.0,11.0,2021.0,9.0,September,2021-09,35,Sunday
2021-10-05,37,Ozone,Visakhapatnam,3.0,37.0,6.0,22.0,7.0,2021.0,10.0,October,2021-10,40,Tuesday
2021-11-05,37,Ozone,Delhi,3.0,37.0,7.0,15.0,17.0,2021.0,11.0,November,2021-11,44,Friday
2021-12-05,33,Ozone,Delhi,2.0,33.0,7.0,17.0,25.0,2021.0,12.0,December,2021-12,48,Sunday
,40,Ozone,Delhi,6.0,40.0,17.0,36.0,33.0,,,,NaT,,
,46,Ozone,Delhi,7.0,46.0,17.0,44.0,26.0,,,,NaT,,
,50,Ozone,Delhi,4.987004548408057,50.0,17.0,46.0,27.0,,,,NaT,,
,58,Ozone,Visakhapatnam,4.987004548408057,58.0,14.0,46.0,23.0,,,,NaT,,
,58,Ozone,Visakhapatnam,4.987004548408057,58.0,15.0,44.0,26.0,,,,NaT,,
,87,Ozone,Visakhapatnam,4.987004548408057,87.0,20.0,52.0,35.0,,,,NaT,,
,52,PM2.5,Hyderabad,4.987004548408057,50.0,22.0,52.0,33.0,,,,NaT,,
,50,Ozone,Visakhapatnam,5.0,50.0,19.0,41.0,25.0,,,,NaT,,
,90,Ozone,Visakhapatnam,5.0,90.0,18.0,42.0,19.0,,,,NaT,,
,74,Ozone,Delhi,5.0,74.0,21.0,52.0,19.0,,,,NaT,,
,41,Ozone,Delhi,4.987004548408057,41.0,15.0,38.0,8.0,,,,NaT,,
,42,Ozone,Visakhapatnam,4.987004548408057,42.0,15.0,29.0,16.0,,,,NaT,,
,49,PM2.5,Hyderabad,4.987004548408057,48.0,22.0,49.0,15.0,,,,NaT,,
,101,Ozone,Visakhapatnam,4.987004548408057,101.0,24.0,58.0,20.0,,,,NaT,,
,36,PM2.5,Hyderabad,4.987004548408057,36.0,15.0,36.0,12.0,,,,NaT,,
,34,Ozone,Delhi,4.987004548408057,34.0,11.0,23.0,7.0,,,,NaT,,
,33,Ozone,Visakhapatnam,2.0,33.0,5.0,16.0,3.0,,,,NaT,,
,24,Ozone,Delhi,1.0,24.0,6.0,18.0,3.0,,,,NaT,,
,20,Ozone,Delhi,4.987004548408057,20.0,6.0,18.0,20.0,,,,NaT,,
2021-01-06,54,Ozone,Visakhapatnam,4.987004548408057,54.0,16.0,46.0,20.0,2021.0,1.0,January,2021-01,1,Wednesday
2021-02-06,64,Ozone,Visakhapatnam,4.987004548408057,64.0,17.0,51.0,22.0,2021.0,2.0,February,2021-02,5,Saturday
2021-03-06,39,PM2.5,Hyderabad,5.0,29.0,11.0,39.0,17.0,2021.0,3.0,March,2021-03,9,Saturday
2021-04-06,47,PM2.5,Hyderabad,3.0,39.0,14.0,47.0,17.0,2021.0,4.0,April,2021-04,14,Tuesday
2021-05-06,151,Ozone,Delhi,4.987004548408057,151.0,19.0,52.0,20.0,2021.0,5.0,May,2021-05,18,Thursday
2021-06-06,101,Ozone,Delhi,4.987004548408057,101.0,21.0,60.0,24.0,2021.0,6.0,June,2021-06,22,Sunday
2021-07-06,112,Ozone,Bangalore,7.0,112.0,23.0,65.0,22.0,2021.0,7.0,July,2021-07,27,Tuesday
2021-08-06,55,PM2.5,Bangalore,6.0,51.0,19.0,55.0,21.0,2021.0,8.0,August,2021-08,31,Friday
2021-09-06,46,PM2.5,Bangalore,5.0,33.0,16.0,46.0,21.0,2021.0,9.0,September,2021-09,36,Monday
2021-10-06,44,PM2.5,Bangalore,4.987004548408057,38.0,19.0,44.0,9.0,2021.0,10.0,October,2021-10,40,Wednesday
2021-11-06,43,PM2.5,Hyderabad,4.987004548408057,40.0,16.0,43.0,15.0,2021.0,11.0,November,2021-11,44,Saturday
